0,0.7887771725654602,0.7730463147163391,0.844569742679596,0
500,1.0,0.9099655151367188,1.0,1
1000,1.0,0.2819358706474304,1.0,2
1500,1.0,0.0014078436652198434,1.0,3
2000,1.0,4.445411468623206e-05,1.0,4
2500,1.0,6.517707333841827e-07,1.0,5
3000,1.0,3.4883658628359626e-08,1.0,6
3500,1.0,2.7845667438519683e-10,1.0,7
4000,1.0,3.7273972103291086e-11,1.0,8
4500,1.0,7.042310744970193e-12,1.0,9
5000,1.0,1.7364230984074497e-13,1.0,10
5500,1.0,8.810345438229825e-14,1.0,11
6000,1.0,1.0527069464077478e-15,1.0,12
6500,1.0,4.205705856808283e-17,1.0,13
7000,1.0,1.0257780087741901e-16,1.0,14
7500,1.0,6.22028107762403e-17,1.0,15
8000,1.0,4.569881820177436e-19,1.0,16
8500,1.0,1.4502725035344954e-19,1.0,17
9000,1.0,5.1604117463457536e-18,1.0,18
9500,1.0,3.603999271705832e-21,1.0,19
10000,1.0,9.2209464010789e-22,1.0,20
10500,1.0,1.9341725863251e-22,1.0,21
11000,1.0,1.8665993607181562e-23,1.0,22
11500,1.0,1.9029354378609486e-24,1.0,23
12000,1.0,3.826185621753149e-24,1.0,24
12500,1.0,1.7642026119794816e-24,1.0,25
13000,1.0,6.955361456392307e-25,1.0,26
13500,1.0,5.764763767464246e-26,1.0,27
14000,1.0,2.222591934633044e-25,1.0,28
14500,1.0,1.7553723618514222e-26,1.0,29
15000,1.0,1.4878068281673505e-25,1.0,30
15500,1.0,6.336208983490909e-27,1.0,31
16000,1.0,1.0836721538274617e-25,1.0,32
16500,1.0,2.1073171561857854e-28,1.0,33
17000,1.0,3.105775813548245e-28,1.0,34
17500,1.0,5.269916088295717e-29,1.0,35
18000,1.0,4.98535209084798e-27,1.0,36
18500,1.0,3.880195614563755e-28,1.0,37
19000,1.0,2.2398926365088126e-28,1.0,38
19500,1.0,1.632469619118012e-28,1.0,39
20000,1.0,6.851964163320067e-27,1.0,40
20500,1.0,1.497388190973721e-27,1.0,41
21000,1.0,3.23367278873918e-29,1.0,42
21500,1.0,1.8182028603549414e-27,1.0,43
22000,1.0,3.622217193188791e-30,1.0,44
22500,1.0,6.922893611314672e-29,1.0,45
23000,1.0,1.0013488522817528e-27,1.0,46
23500,1.0,3.873639824264699e-30,1.0,47
24000,1.0,4.1508482874993415e-31,1.0,48
24500,1.0,4.2824147874185156e-31,1.0,49
25000,1.0,3.208383231487454e-31,1.0,50
25500,1.0,4.5300418130633024e-29,1.0,51
26000,1.0,2.5247387053106096e-34,1.0,52
26500,1.0,1.288379575849022e-34,1.0,53
27000,1.0,2.7617120168727813e-36,1.0,54
27500,1.0,1.1703948575547938e-37,1.0,55
28000,1.0,3.667976642564825e-38,1.0,56
28500,1.0,1.6426836176942518e-35,1.0,57
29000,1.0,5.714546144780705e-38,1.0,58
29500,1.0,6.386817401482379e-38,0.999999463558197,59
30000,1.0,0.0,0.9999991059303284,60
30500,0.9999995827674866,0.0,0.9999942183494568,61
31000,0.9999968409538269,0.0,0.9999724626541138,62
31500,0.9999889135360718,0.0,0.9999051690101624,63
32000,0.9999828934669495,6.735179078674757e-38,0.999631941318512,64
32500,0.9999001622200012,0.0,0.44787949323654175,65
33000,0.9997865557670593,0.0,0.018575336784124374,66
33500,0.9994242191314697,0.0,1.8274109548269303e-25,67
34000,0.9986241459846497,5.733237784736641e-38,1.1336747186024778e-25,68
34500,0.9972245693206787,0.0,1.753237815175459e-26,69
35000,0.9914453625679016,0.0,2.714140978750257e-35,70
35500,0.9904893040657043,0.0,1.513266019658436e-26,71
36000,0.985075056552887,0.0,0.0,72
36500,0.9772417545318604,6.655187917656625e-38,0.0,73
37000,0.9795539975166321,0.0,0.0,74
37500,0.9683923125267029,0.0,0.0,75
38000,0.9457095861434937,0.0,0.0,76
38500,0.9393077492713928,0.0,0.0,77
39000,0.9220120906829834,0.0,0.0,78
39500,0.8991616368293762,0.0,0.0,79
40000,0.8953568935394287,0.0,0.0,80
40500,0.9143139123916626,0.0,0.0,81
41000,0.8907033801078796,0.0,0.0,82
41500,0.8358136415481567,0.0,0.0,83
42000,0.9150328040122986,3.8591400975098595e-38,0.0,84
42500,0.9083211421966553,0.0,0.0,85
43000,0.8834896087646484,0.0,0.0,86
43500,0.892327070236206,0.0,0.0,87
44000,0.8363972902297974,0.0,0.0,88
44500,0.8796007037162781,0.0,0.0,89
45000,0.8461182713508606,0.0,0.0,90
45500,0.8899229764938354,0.0,0.0,91
46000,0.8371289372444153,0.0,0.0,92
46500,0.8652348518371582,0.0,0.0,93
47000,0.8341999650001526,0.0,0.0,94
47500,0.8291677832603455,0.0,0.0,95
48000,0.8019036650657654,0.0,0.0,96
48500,0.8146007657051086,0.0,0.0,97
49000,0.8529549837112427,0.0,0.0,98
49500,0.8490482568740845,0.0,0.0,99
50000,0.8056756258010864,0.0,0.0,100
